Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
PWY-46,putrescine biosynthesis III,PUTRESCINE // CARBON-DIOXIDE // PROTON // L-ORNITHINE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00134'>C00134</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00077'>C00077</a>,MGI:97402 // MGI:1858170 // MGI:109492 // MGI:109433 // MGI:1859169 // MGI:2442093 // MGI:89564,MGI:97402-MONOMER // MGI:1858170-MONOMER // MGI:109492-MONOMER // MGI:109433-MONOMER // MGI:1859169-MONOMER // MGI:2442093-MONOMER // MGI:89564-MONOMER,"ornithine decarboxylase, structural 1 // ornithine decarboxylase antizyme 3 // ornithine decarboxylase antizyme 2 // ornithine decarboxylase antizyme 1 // antizyme inhibitor 1 // arginine decarboxylase // DNA segment, Chr 12, Nuffield Department of Surgery 11"
PWY4FS-7,phosphatidylglycerol biosynthesis I (plastidic),PPI // CTP // NADH-P-OR-NOP // DIHYDROXY-ACETONE-PHOSPHATE // NAD-P-OR-NOP // L-PHOSPHATIDATE // ACP // ACYL-SN-GLYCEROL-3P // ACYL-ACP // PROTON // CMP // CDPDIACYLGLYCEROL // GLYCEROL-3P // Pi // L-1-PHOSPHATIDYL-GLYCEROL // L-1-PHOSPHATIDYL-GLYCEROL-P // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00063'>C00063</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00111'>C00111</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00416'>C00416</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00681'>C00681</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00055'>C00055</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00269'>C00269</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00093'>C00093</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00344'>C00344</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03892'>C03892</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,MGI:1332236 // MGI:1921846 // MGI:2138993 // MGI:1914762 // MGI:2142716 // MGI:1196345 // MGI:1336186 // MGI:1915512 // MGI:1932075 // MGI:3603816 // MGI:2684962 // MGI:109162 // MGI:1921701,MGI:1332236-MONOMER // MGI:1921846-MONOMER // MGI:2138993-MONOMER // MGI:1914762-MONOMER // MGI:2142716-MONOMER // MGI:1196345-MONOMER // MGI:1336186-MONOMER // MGI:1915512-MONOMER // MGI:1932075-MONOMER // MGI:3603816-MONOMER // MGI:2684962-MONOMER // MGI:109162-MONOMER // MGI:1921701-MONOMER,"CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 // CDP-diacylglycerol synthase 1 // lysophosphatidylcholine acyltransferase 4 // 1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta) // 1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta) // 1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon) // 1-acylglycerol-3-phosphate O-acyltransferase 3 // 1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta) // 1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha) // 1-acylglycerol-3-phosphate O-acyltransferase 9 // RIKEN cDNA A530057A03 gene // glycerol-3-phosphate acyltransferase, mitochondrial // phosphatidylglycerophosphate synthase 1"
PWY0-1313,acetate conversion to acetyl-CoA,AMP // PPI // ACETYL-COA // CO-A // ACET // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,MGI:2444086 // MGI:2681844 // MGI:99538 // MGI:2385289 // MGI:2152200 // MGI:1890410 // MGI:1915988 // MGI:2685720,MGI:2444086-MONOMER // MGI:2681844-MONOMER // MGI:99538-MONOMER // MGI:2385289-MONOMER // MGI:2152200-MONOMER // MGI:1890410-MONOMER // MGI:1915988-MONOMER // MGI:2685720-MONOMER,acyl-CoA synthetase medium-chain family member 5 // acyl-CoA synthetase medium-chain family member 4 // acyl-CoA synthetase medium-chain family member 3 // acyl-CoA synthetase medium-chain family member 2 // acyl-CoA synthetase medium-chain family member 1 // acyl-CoA synthetase short-chain family member 2 // acyl-CoA synthetase short-chain family member 1 // acyl-CoA synthetase short-chain family member 3
PWY66-21,ethanol degradation II (cytosol),ETOH // NADH // PROTON // ACETALD // NAD // WATER // AMP // PPI // ACETYL-COA // CO-A // ACET // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00469'>C00469</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00084'>C00084</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,MGI:87921 // MGI:1349472 // MGI:87929 // MGI:2446626 // MGI:87926 // MGI:92631 // MGI:99600 // MGI:108186 // MGI:1919785 // MGI:99596 // MGI:1347050 // MGI:2444086 // MGI:2681844 // MGI:99538 // MGI:2385289 // MGI:2152200 // MGI:1890410 // MGI:1915988 // MGI:2685720,MGI:87921-MONOMER // MGI:1349472-MONOMER // MGI:87929-MONOMER // MGI:2446626-MONOMER // MGI:87926-MONOMER // MGI:92631-MONOMER // MGI:99600-MONOMER // MGI:108186-MONOMER // MGI:1919785-MONOMER // MGI:99596-MONOMER // MGI:1347050-MONOMER // MGI:2444086-MONOMER // MGI:2681844-MONOMER // MGI:99538-MONOMER // MGI:2385289-MONOMER // MGI:2152200-MONOMER // MGI:1890410-MONOMER // MGI:1915988-MONOMER // MGI:2685720-MONOMER,"alcohol dehydrogenase 1 (class I) // alcohol dehydrogenase 4 (class II), pi polypeptide // alcohol dehydrogenase 5 (class III), chi polypeptide // alcohol dehydrogenase 6B (class V) // alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide // DNA segment, Chr 3, Nuffield Department of Surgery 9 // aldehyde dehydrogenase 2, mitochondrial // aldehyde dehydrogenase family 7, member A1 // aldehyde dehydrogenase 1 family, member B1 // aldehyde dehydrogenase 5, testis // aldehyde dehydrogenase family 1, subfamily A7 // acyl-CoA synthetase medium-chain family member 5 // acyl-CoA synthetase medium-chain family member 4 // acyl-CoA synthetase medium-chain family member 3 // acyl-CoA synthetase medium-chain family member 2 // acyl-CoA synthetase medium-chain family member 1 // acyl-CoA synthetase short-chain family member 2 // acyl-CoA synthetase short-chain family member 1 // acyl-CoA synthetase short-chain family member 3"
PWY-5653,NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde,NAD // AMP // GLT // ATP // DEAMIDO-NAD // GLN // NICOTINATE_NUCLEOTIDE // PPI // CARBON-DIOXIDE // PROTON // PRPP // WATER // QUINOLINATE // 2-AMINO-3-3-OXOPROP-2-ENYL-BUT-2-ENEDI,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00857'>C00857</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01185'>C01185</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00119'>C00119</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03722'>C03722</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04409'>C04409</a>,MGI:1913704 // MGI:2444155 // MGI:1926164 // MGI:1914625,MGI:1913704-MONOMER // MGI:2444155-MONOMER // MGI:1926164-MONOMER // MGI:1914625-MONOMER,nicotinamide nucleotide adenylyltransferase 1 // nicotinamide nucleotide adenylyltransferase 2 // NAD synthetase 1 // quinolinate phosphoribosyltransferase
PWY-6558,heparan sulfate biosynthesis (late stages),UDP-GLUCURONATE // GlcNAc-GlcA-Gal-Gal-Xyl-Protein // GlcA-Gal-Gal-Xyl-Proteins // UDP // PROTON // Heparan-NAc-glucosaminide // Heparan-glucuronate-terminal // UDP-N-ACETYL-D-GLUCOSAMINE // Heparan-sulfate-D-glucuronate // HEPARIN-GLUCOSAMINE-3-O-SULFATE // Heparan-sulfate-3-N-disulfate // Heparan-sulfate-D-GlcNS // Heparan-Glc-N-3-6-trisulfate // Heparan-GlcN-6-N-bisulfate // 3-5-ADP // Heparan-sulfate-L-IdoA-2S // Heparan-sulfate-L-iduronate // PAPS // ACET // HEPARIN-GLUCOSAMINE // Heparan-NAc-Glc // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00167'>C00167</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15656'>C15656</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15574'>C15574</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15575'>C15575</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04649'>C04649</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15573'>C15573</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15576'>C15576</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00043'>C00043</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04196'>C04196</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04072'>C04072</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17142'>C17142</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00054'>C00054</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04073'>C04073</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00053'>C00053</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02834'>C02834</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,MGI:1889574 // MGI:2384394 // MGI:2143261 // MGI:1919327 // MGI:1100870 // MGI:95676 // MGI:1860765 // MGI:108050 // MGI:1888742 // MGI:894663 // MGI:1932544 // MGI:1932545 // MGI:97040 // MGI:104719 // MGI:1333853 // MGI:1333802 // MGI:1201606 // MGI:1333861 // MGI:3580487 // MGI:2441996 // MGI:1333792,MGI:1889574-MONOMER // MGI:2384394-MONOMER // MGI:2143261-MONOMER // MGI:1919327-MONOMER // MGI:1100870-MONOMER // MGI:95676-MONOMER // MGI:1860765-MONOMER // MGI:108050-MONOMER // MGI:1888742-MONOMER // MGI:894663-MONOMER // MGI:1932544-MONOMER // MGI:1932545-MONOMER // MGI:97040-MONOMER // MGI:104719-MONOMER // MGI:1333853-MONOMER // MGI:1333802-MONOMER // MGI:1201606-MONOMER // MGI:1333861-MONOMER // MGI:3580487-MONOMER // MGI:2441996-MONOMER // MGI:1333792-MONOMER,"exostoses (multiple)-like 2 // UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 // alpha-1,4-N-acetylglucosaminyltransferase // glucosaminyl (N-acetyl) transferase 3, mucin type // glucosaminyl (N-acetyl) transferase 2, I-branching enzyme // glucosaminyl (N-acetyl) transferase 1, core 2 // exostoses (multiple)-like 3 // exostoses (multiple) 2 // exostoses (multiple)-like 1 // exostoses (multiple) 1 // N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3 // N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4 // N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2 // N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 // heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 // heparan sulfate (glucosamine) 3-O-sulfotransferase 2 // heparan sulfate (glucosamine) 3-O-sulfotransferase 1 // heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1 // heparan sulfate (glucosamine) 3-O-sulfotransferase 6 // heparan sulfate (glucosamine) 3-O-sulfotransferase 5 // heparan sulfate (glucosamine) 3-O-sulfotransferase 4"
PWY3DJ-471,creatine-phosphate energy transfer,ADP // PROTON // ATP // CREATINE-P // CREATINE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02305'>C02305</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00300'>C00300</a>,MGI:106922 // MGI:106915 // MGI:106919 // MGI:1353495 // MGI:1923972 // MGI:99441 // MGI:88413 // MGI:88407,CPLX3DJ-192 // CPLX3DJ-10,mitochondrial creatine kinase contact site complex // cytosolic creatine kinase
THRDLCTCAT-PWY,threonine degradation III (to methylglyoxal),NADH // THR // NAD // CARBON-DIOXIDE // AMINO-OXOBUT // HYDROGEN-PEROXIDE // AMMONIA // METHYL-GLYOXAL // PROTON // AMINO-ACETONE // WATER // OXYGEN-MOLECULE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00188'>C00188</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03508'>C03508</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00546'>C00546</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01888'>C01888</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a>,MGI:1926231 // MGI:1306797 // MGI:96916,MGI:1926231-MONOMER // MGI:1306797-MONOMER // MGI:96916-MONOMER,"L-threonine dehydrogenase // amine oxidase, copper containing 3 // amine oxidase activity"
TRYPTOPHAN-DEGRADATION-1,tryptophan degradation III (eukaryotic),2-AMINOMUCONATE_SEMIALDEHYDE // AMMONIA // 2-AMINO-MUCONATE // 2K-ADIPATE // TRP // FORMATE // N-FORMYLKYNURENINE // NADP // NADPH // L-KYNURENINE // L-ALPHA-ALANINE // 3-HYDROXY-L-KYNURENINE // 2-AMINO-3-3-OXOPROP-2-ENYL-BUT-2-ENEDI // OXYGEN-MOLECULE // 3-HYDROXY-ANTHRANILATE // FADH2 // GLUTARYL-COA // FAD // CARBON-DIOXIDE // GLUTACONYL-COA // CO-A // ACETYL-COA // PROTON // NADH // ACETOACETYL-COA // NAD // CROTONYL-COA // WATER // S-3-HYDROXYBUTANOYL-COA,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03824'>C03824</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02220'>C02220</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00322'>C00322</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00078'>C00078</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02700'>C02700</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01718'>C01718</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00041'>C00041</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02794'>C02794</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04409'>C04409</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00632'>C00632</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01352'>C01352</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00527'>C00527</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00016'>C00016</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02411'>C02411</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00332'>C00332</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00877'>C00877</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01144'>C01144</a>,MGI:2386323 // MGI:1098267 // MGI:1928486 // MGI:96416 // MGI:2448704 // MGI:2138151 // MGI:1918039 // MGI:1349444 // MGI:87870 // MGI:87871 // MGI:1333871 // MGI:105089 // MGI:1277964 // MGI:96009 // MGI:2136460,MGI:2386323-MONOMER // MGI:1098267-MONOMER // MGI:1928486-MONOMER // MGI:96416-MONOMER // MGI:2448704-MONOMER // MGI:2138151-MONOMER // MGI:1918039-MONOMER // MGI:1349444-MONOMER // MGI:87870-MONOMER // MGI:87871-MONOMER // MGI:1333871-MONOMER // MGI:105089-MONOMER // MGI:1277964-MONOMER // MGI:96009-MONOMER // MGI:2136460-MONOMER,"amino carboxymuconate semialdehyde decarboxylase // oxoglutarate dehydrogenase (lipoamide) // tryptophan 2,3-dioxygenase // indoleamine 2,3-dioxygenase 1 // arylformamidase // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) // kynureninase (L-kynurenine hydrolase) // 3-hydroxyanthranilate 3,4-dioxygenase // acetyl-Coenzyme A acetyltransferase 1 // acetyl-Coenzyme A acetyltransferase 2 // hydroxysteroid (17-beta) dehydrogenase 10 // hydroxysteroid (17-beta) dehydrogenase 4 // enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase // hydroxyacyl-Coenzyme A dehydrogenase // enoyl Coenzyme A hydratase, short chain, 1, mitochondrial"
PWY66-368,ketolysis,NADH // PROTON // NAD // CPD-335 // SUC // SUC-COA // 3-KETOBUTYRATE // CO-A // ACETOACETYL-COA // ACETYL-COA,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01089'>C01089</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00091'>C00091</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00164'>C00164</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00332'>C00332</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a>,MGI:1917022 // MGI:1919161 // MGI:1891061 // MGI:1914291 // MGI:2664115 // MGI:87870 // MGI:87871,MGI:1917022-MONOMER // MGI:1919161-MONOMER // MGI:1891061-MONOMER // MGI:1914291-MONOMER // MGI:2664115-MONOMER // MGI:87870-MONOMER // MGI:87871-MONOMER,"3-hydroxybutyrate dehydrogenase, type 2 // 3-hydroxybutyrate dehydrogenase, type 1 // 3-oxoacid CoA transferase 2A // 3-oxoacid CoA transferase 1 // 3-oxoacid CoA transferase 2B // acetyl-Coenzyme A acetyltransferase 1 // acetyl-Coenzyme A acetyltransferase 2"
PWY-4921,protein citrullination,AMMONIA // PROTEIN-L-CITRULLINE // WATER // Protein-L-Arginines,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03022'>C03022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00613'>C00613</a>,MGI:2655198 // MGI:1338898 // MGI:1338891 // MGI:1338892 // MGI:1338893,MGI:2655198-MONOMER // MGI:1338898-MONOMER // MGI:1338891-MONOMER // MGI:1338892-MONOMER // MGI:1338893-MONOMER,"peptidyl arginine deiminase, type VI // peptidyl arginine deiminase, type IV // peptidyl arginine deiminase, type III // peptidyl arginine deiminase, type II // peptidyl arginine deiminase, type I"
PWY3DJ-35471,L-ascorbate biosynthesis VI,HYDROGEN-PEROXIDE // OXYGEN-MOLECULE // ASCORBATE // CPD-329 // NADPH // NADP // NADH // NAD // PPI // UDP-GLUCOSE // GLC-1-P // UTP // UDP // GLUCURONATE // UDP-GLUCURONATE // PROTON // L-GULONATE // L-GULONO-1-4-LACTONE // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00072'>C00072</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03289'>C03289</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00029'>C00029</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00103'>C00103</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00075'>C00075</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00191'>C00191</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00167'>C00167</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00800'>C00800</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01040'>C01040</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,MGI:1353434 // MGI:1929955 // MGI:1306785 // MGI:2183447 // MGI:108024,MGI:1353434-MONOMER // MGI:1929955-MONOMER // MGI:1306785-MONOMER // MGI:2183447-MONOMER // MONOMER3DJ-130 // MGI:108024-MONOMER,"gulonolactone (L-) oxidase // aldo-keto reductase family 1, member A4 (aldehyde reductase) // UDP-glucose dehydrogenase // UDP-glucose pyrophosphorylase 2 // UDP-glucuronidase // regucalcin"
