Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
LCYSDEG-PWY,L-cysteine degradation II,HS // CYS // 2-AMINOACRYLATE // AMMONIUM // PYRUVATE // CPD-16015 // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00283'>C00283</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00097'>C00097</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02218'>C02218</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20904'>C20904</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,EG10583 // EG10564 // EG10192 // EG10193 // EG11005 // G7622 // G7877,CYSTATHIONINE-BETA-LYASE-CPLX // CPLX0-8092 // ACSERLYA-CPLX // ACSERLYB-CPLX // TRYPTOPHAN-CPLX // G7622-MONOMER // CPLX0-1881,"negative regulator of MalT activity/cystathionine &beta;-lyase // cysteine synthase A // cysteine synthase B // L-cysteine desulfidase // enamine/imine deaminase, redox-regulated chaperone"
PWY0-1021,L-alanine biosynthesis III,Cysteine-Desulfurase-L-cysteine // L-Cysteine-Desulfurase-persulfide // Sulfurated-Sulfur-Acceptors // L-ALPHA-ALANINE // CYS // Unsulfurated-Sulfur-Acceptors,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00041'>C00041</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00097'>C00097</a>,G7325 // G1,CPLX0-248,cysteine desulfurase IscS
GLYCOLATEMET-PWY,glycolate and glyoxylate degradation I,E- // CARBON-DIOXIDE // ADP // 2-PG // ATP // GLYOX // ETR-Quinols // ETR-Quinones // GLYCOLLATE // PROTON // NADH-P-OR-NOP // CPD-26279 // NAD-P-OR-NOP // GLYCERATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00631'>C00631</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00048'>C00048</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00160'>C00160</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00258'>C00258</a>,EG11583 // EG11175 // G6283 // G0-8601 // G7544 // G7545 // EG11176,GLYOCARBOLIG-CPLX // GKI-MONOMER // GLY3KIN-MONOMER // CPLX0-7458 // TSA-REDUCT-MONOMER,glycerate 2-kinase 1 // glycerate 2-kinase 2 // glycolate dehydrogenase
PWY0-1485,CpxAR Two-Component Signal Transduction System,ADP // ATP // CPLX0-8270 // PHOSPHO-CPXA // PROTON // Pi // CPXR-MONOMER // CPLX0-7748 // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,EG10163 // EG10020,CPLX0-8270,sensor histidine kinase CpxA
PWY0-1296,purine ribonucleosides degradation,XANTHINE // XANTHOSINE // ADENINE // AMMONIUM // PROTON // WATER // ADENOSINE // HYPOXANTHINE // INOSINE // GUANINE // GUANOSINE // Pi // RIBOSE-5P // RIBOSE-1P,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00385'>C00385</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01762'>C01762</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00147'>C00147</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00212'>C00212</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00262'>C00262</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00294'>C00294</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00242'>C00242</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00387'>C00387</a> //  // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00620'>C00620</a>,EG10030 // EG12097 // EG10222 // G85 // EG12159 // EG10220,ADENODEAMIN-MONOMER // EG12097-MONOMER // DEOD-CPLX // XANTHOSINEPHOSPHORY-CPLX // CPLX0-8619 // PPENTOMUT-MONOMER,adenosine deaminase // purine nucleoside phosphorylase YfiH // purine nucleoside phosphorylase // xanthosine phosphorylase // nucleoside phosphorylase PpnP // phosphopentomutase
FUC-RHAMCAT-PWY,superpathway of fucose and rhamnose degradation,E- // FUCULOSE-1P // L-FUCULOSE // CPD0-1107 // CPD-10329 // DIHYDROXY-ACETONE-PHOSPHATE // ADP // RHAMNULOSE-1P // ATP // CPD-16567 // CPD-16566 // CPD0-1112 // RHAMNOSE // WATER // PYRUVATE // ETR-Quinols // ETR-Quinones // L-LACTATE // PROTON // NADH // LACTALD // PROPANE-1-2-DIOL // NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01099'>C01099</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01721'>C01721</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20836'>C20836</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20835'>C20835</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00111'>C00111</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01131'>C01131</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00861'>C00861</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02338'>C02338</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02476'>C02476</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00186'>C00186</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00424'>C00424</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02917'>C02917</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,EG10348 // EG10350 // EG10349 // EG10355 // EG11866 // EG11868 // EG11867 // EG11865 // EG10035 // EG11963 // EG10351,CPLX0-7633 // FUCULOKIN-MONOMER // CPLX0-7631 // CPLX0-7645 // RHAMNULPALDOL-CPLX // RHAMNULOKIN-MONOMER // CPLX0-7652 // CPLX0-7649 // ALD-CPLX // L-LACTDEHYDROGFMN-MONOMER // LACTALDREDUCT-CPLX,"L-fuculose-phosphate aldolase // L-fuculokinase // L-fucose isomerase // L-fucose mutarotase // L-rhamnose isomerase // L-rhamnose mutarotase // aldehyde dehydrogenase A, NAD-linked // L-lactate dehydrogenase // lactaldehyde reductase"
PWY-5453,methylglyoxal degradation III,NADPH // METHYL-GLYOXAL // NADP // PROTON // NADH // ACETOL // PROPANE-1-2-DIOL // NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00546'>C00546</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05235'>C05235</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02917'>C02917</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,G7558 // EG11648 // G7565 // G6967 // G7564 // EG11904,G7558-MONOMER // MONOMER0-149 // MONOMER0-148 // G6967-MONOMER // CPLX0-7667 // GLYCDEH-CPLX,"L-glyceraldehyde 3-phosphate reductase // methylglyoxal reductase DkgB // methylglyoxal reductase DkgA // methylglyoxal reductase YeaE // NADPH-dependent aldehyde reductase YqhD // L-1,2-propanediol dehydrogenase / glycerol dehydrogenase"
ACETOACETATE-DEG-PWY,acetoacetate degradation (to acetyl CoA),PROT-CYS // Protein-S-Acetyl-Cysteines // CO-A // ACET // ACETOACETYL-COA // 3-KETOBUTYRATE // ACETYL-COA,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02743'>C02743</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00332'>C00332</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00164'>C00164</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a>,EG11672 // EG11669 // EG11670 // EG12432,ACETYL-COA-ACETYLTRANSFER-CPLX // ACETOACETYL-COA-TRANSFER-CPLX // EG12432-MONOMER,acetoacetyl-CoA transferase // putative acetate-CoA transferase YdiF
PWY0-881,superpathway of fatty acid biosynthesis I (E. coli),Cis-Delta5-dodecenoyl-ACPs // Trans-D3-cis-D5-dodecenoyl-ACPs // b-Hydroxy-cis-D5-dodecenoyl-ACPs // b-Keto-cis-D5-dodecenoyl-ACPs // Cis-delta-3-decenoyl-ACPs // Trans-D2-decenoyl-ACPs // Beta-hydroxydecanoyl-ACPs // biotin-L-lysine-in-BCCP-dimers // MALONYL-COA // carboxybiotin-L-lysine-in-BCCP-dimers // Acetoacetyl-ACPs // CO-A // ACETYL-ACP // ACETYL-COA // WATER // NADH // NAD // OH-ACYL-ACP // CARBON-DIOXIDE // B-KETOACYL-ACP // ACP // MALONYL-ACP // PROTON // TRANS-D2-ENOYL-ACP // NADPH // Saturated-Fatty-Acyl-ACPs // NADP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00083'>C00083</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00229'>C00229</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01209'>C01209</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a>,EG11317 // EG10217 // EG11647 // EG11853 // EG10277 // EG10273 // EG11284 // EG11318 // EG10274 // EG12606 // EG11528 // EG50003,MALONYL-COA-ACP-TRANSACYL-MONOMER // ACETYL-COA-CARBOXYLTRANSFER-CPLX // CPLX0-12386 // CPLX0-252 // FABA-CPLX // FABZ-CPLX // CPLX0-8005 // FABB-CPLX // 3-OXOACYL-ACP-SYNTHII-CPLX // CPLX0-8006,[acyl-carrier-protein] <i>S</i>-malonyltransferase // malonyl-ACP decarboxylase // 3-oxoacyl-[acyl carrier protein] synthase 3 // &beta;-hydroxyacyl-acyl carrier protein dehydratase/isomerase // 3-hydroxy-acyl-[acyl-carrier-protein] dehydratase // 3-oxoacyl-[acyl-carrier-protein] reductase FabG // 3-oxoacyl-[acyl carrier protein] synthase 1 // 3-oxoacyl-[acyl carrier protein] synthase 2 // enoyl-[acyl-carrier-protein] reductase
HEME-BIOSYNTHESIS-II-1,heme <i>b</i> biosynthesis V (aerobic),E- // UROPORPHYRINOGEN-III // FE+2 // PROTOHEME // WATER // CARBON-DIOXIDE // COPROPORPHYRINOGEN_III // OXYGEN-MOLECULE // PROTON // PROTOPORPHYRIN_IX // Ubiquinols // Ubiquinones // PROTOPORPHYRINOGEN,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01051'>C01051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14818'>C14818</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03263'>C03263</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02191'>C02191</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00390'>C00390</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00399'>C00399</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01079'>C01079</a>,EG11543 // EG10431 // EG12189 // EG11485,UROGENDECARBOX-MONOMER // PROTOHEME-FERROCHELAT-MONOMER // CPLX0-7808 // CPLX0-7811,uroporphyrinogen decarboxylase // protoporphyrinogen oxidase
PWY0-1298,superpathway of pyrimidine deoxyribonucleosides degradation,AMMONIUM // WATER // DEOXYCYTIDINE // URACIL // DEOXYURIDINE // THYMINE // THYMIDINE // Pi // DEOXY-D-RIBOSE-1-PHOSPHATE // GAP // DEOXY-RIBOSE-5P // ACETYL-COA // NADH // PROTON // NAD // CO-A // ACETALD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00881'>C00881</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00106'>C00106</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00526'>C00526</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00178'>C00178</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00214'>C00214</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00672'>C00672</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00118'>C00118</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00673'>C00673</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00084'>C00084</a>,EG10137 // EG10219 // EG12159 // EG10220 // EG10221 // G7285 // EG10031 // M014,CYTIDEAM-CPLX // DEOA-CPLX // CPLX0-8619 // PPENTOMUT-MONOMER // DEOXYRIBOSE-P-ALD-MONOMER // G7285-MONOMER // ADHE-CPLX // MHPF-MONOMER,cytidine/deoxycytidine deaminase // nucleoside phosphorylase PpnP // phosphopentomutase // acetaldehyde dehydrogenase (acetylating) EutE // fused acetaldehyde-CoA dehydrogenase and Fe-dependent alcohol dehydrogenase // acetaldehyde dehydrogenase (acetylating) MhpF
PWY-5785,"di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis",PPI // FARNESYL-PP // DELTA3-ISOPENTENYL-PP // Pi // CPD-9646 // PROTON // UNDECAPRENYL-DIPHOSPHATE // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00448'>C00448</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00129'>C00129</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17556'>C17556</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04574'>C04574</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,G6092 // EG11665 // G6439 // EG10705,UPPSYN-CPLX // EG11665-MONOMER // G6439-MONOMER // PGPPHOSPHAB-MONOMER,"<i>ditrans,polycis</i>-undecaprenyl-diphosphate synthase [(2<i>E</i>,6<i>E</i>)-farnesyl-diphosphate specific] // undecaprenyl pyrophosphate phosphatase // phosphatidylglycerophosphatase B"
PWY-4621-1,arsenic detoxification VI (<i>E. coli</i>),Arsenate-Reductase-Cysteines // Thiarsahydroxy-ArsC // Thiarsahydroxy-SG-ArsC // ArsC-S-As-OH // CPD-763 // Grx-GSH-dithiol // GLUTATHIONE // Red-Glutaredoxins // CPD0-2040 // PROTON // Pi // ADP // ARSENATE // ATP // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00051'>C00051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01478'>C01478</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,EG12237 // EG12230 // EG12883 // EG12236 // EG10734 // EG10784 // EG10782 // EG10783 // EG12294 // G7401 // EG10417 // EG12688,EG12237-MONOMER // PITA-MONOMER // PITB-MONOMER // CPLX-7 // ABC-27-CPLX,metal phosphate:H<sup>+</sup> symporter PitA // metal phosphate:H<sup>+</sup> symporter PitB // arsenite/antimonite:H<sup>+</sup> antiporter // phosphate ABC transporter
NAGLIPASYN-PWY,lipid IV<sub>A</sub> biosynthesis (<i>E. coli</i>),UDP // ADP // LIPID-IV-A // BISOHMYR-GLC // ATP // UMP // BISOHMYR-GLUCOSAMINYL-1P // PROTON // OH-MYRISTOYL // ACET // UDP-OHMYR-GLUCOSAMINE // WATER // ACP // UDP-OHMYR-ACETYLGLUCOSAMINE // R-3-hydroxymyristoyl-ACPs // UDP-N-ACETYL-D-GLUCOSAMINE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04919'>C04919</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04932'>C04932</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00105'>C00105</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04824'>C04824</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04652'>C04652</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06022'>C06022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00229'>C00229</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04738'>C04738</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00043'>C00043</a>,EG10546 // EG11409 // EG12666 // EG10316 // EG10265 // EG10545 // EG50003,CPLX0-7415 // TETRAACYLDISACC4KIN-MONOMER // EG12666-MONOMER // CPLX0-8016 // UDPACYLGLCNACDEACETYL-MONOMER // UDPNACETYLGLUCOSAMACYLTRANS-CPLX,lipid A disaccharide synthase // acyl-[acyl-carrier-protein]&mdash;UDP-<i>N</i>-acetylglucosamine <i>O</i>-acyltransferase
XYLCAT-PWY,D-xylose degradation I,ADP // XYLULOSE-5-PHOSPHATE // PROTON // D-XYLULOSE // ATP // CPD-24961 // CPD-25028,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00231'>C00231</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> //  // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C22501'>C22501</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01394'>C01394</a>,EG11075 // EG11074,CPLX0-7466 // XYLISOM-CPLX,xylulokinase
PENTOSE-P-PWY,pentose phosphate pathway,FRUCTOSE-6P // ERYTHROSE-4P // D-SEDOHEPTULOSE-7-P // GAP // XYLULOSE-5-PHOSPHATE // RIBOSE-5P // WATER // PROTON // D-6-P-GLUCONO-DELTA-LACTONE // D-glucopyranose-6-phosphate // NADPH // CARBON-DIOXIDE // RIBULOSE-5P // CPD-2961 // NADP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05345'>C05345</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00279'>C00279</a> //  // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00118'>C00118</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00231'>C00231</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01236'>C01236</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00092'>C00092</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00199'>C00199</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00345'>C00345</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a>,EG11556 // EG11797 // EG11427 // EG12100 // M004 // EG11827 // EG11443 // G6397 // EG11221 // EG10411,TRANSALDOLB-CPLX // TRANSALDOLA-MONOMER // TRANSKETOI-CPLX // CPLX0-1261 // RIBULP3EPIM-MONOMER // RIB5PISOMB-CPLX // RIB5PISOMA-CPLX // 6PGLUCONOLACT-MONOMER // GLU6PDEHYDROG-MONOMER // 6PGLUCONDEHYDROG-CPLX,transaldolase B // transaldolase A // transketolase 1 // transketolase 2 // allose-6-phosphate isomerase / ribose-5-phosphate isomerase B // ribose-5-phosphate isomerase A
PWY0-1535,D-serine degradation,D-SERINE // 2-AMINOACRYLATE // AMMONIUM // PYRUVATE // CPD-16015 // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00740'>C00740</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02218'>C02218</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20904'>C20904</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,EG10249 // EG10408 // G7877,DSERDEAM-MONOMER // GLYOHMETRANS-CPLX // CPLX0-1881,"D-serine ammonia-lyase // serine hydroxymethyltransferase // enamine/imine deaminase, redox-regulated chaperone"
PWY-7761,NAD salvage pathway II (PNC IV cycle),NICOTINATE_NUCLEOTIDE // NICOTINAMIDE_NUCLEOTIDE // GLT // GLN // WATER // NAD // PPI // AMP // PROTON // AMMONIUM // ATP // DEAMIDO-NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01185'>C01185</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00455'>C00455</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00857'>C00857</a>,G6350 // G7409 // EG10663,NICONUCADENYLYLTRAN-MONOMER // CPLXECOLI-7943 // NAD-SYNTH-CPLX,nicotinate-nucleotide adenylyltransferase // NH<sub>3</sub>-dependent NAD<sup>+</sup> synthetase
PWY-8291,L-aspartate degradation II (aerobic),Pi // ADP // GLN // PROTON // GLT // ATP // FUM // AMMONIUM // L-ASPARTATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00122'>C00122</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00049'>C00049</a>,EG11225 // EG10383 // EG10095,DCUA-MONOMER // GLUTAMINESYN-OLIGOMER // ASPARTASE-CPLX,C4-dicarboxylate transporter DcuA
