Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
PWY0-1296,purine ribonucleosides degradation to ribose-1-phosphate,XANTHINE // XANTHOSINE // ADENINE // AMMONIUM // PROTON // WATER // ADENOSINE // HYPOXANTHINE // INOSINE // RIBOSE-5P // GUANINE // RIBOSE-1P // GUANOSINE // Pi,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00385'>C00385</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01762'>C01762</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00147'>C00147</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00212'>C00212</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00262'>C00262</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00294'>C00294</a> //  // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00242'>C00242</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00620'>C00620</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00387'>C00387</a>,HS02191 // HS09924 // HS02151,HS02191-MONOMER // HS09924-MONOMER // CPLX-6181,adenosine deaminase // phosphoglucomutase 2 // purine nucleoside phosphorylase
PWY-40,putrescine biosynthesis I,CARBON-DIOXIDE // PROTON // ARG // PUTRESCINE // UREA // WATER // AGMATHINE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00062'>C00062</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00134'>C00134</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00086'>C00086</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00179'>C00179</a>,HS06971 // HS04051,HS06971-MONOMER // HS04051-MONOMER,arginine decarboxylase // agmatinase
PWY-46,putrescine biosynthesis III,PUTRESCINE // CARBON-DIOXIDE // PROTON // L-ORNITHINE // UREA // WATER // ARG,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00134'>C00134</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00077'>C00077</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00086'>C00086</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00062'>C00062</a>,HS03935 // HS04231 // HS01388,CPLX-6890 // CPLX-6621 // CPLX-6622,arginase 1 // arginase 2
PWY-0,putrescine degradation III,CO-A // PUTRESCINE // ACETYL-COA // HYDROGEN-PEROXIDE // AMMONIUM // CPD-569 // OXYGEN-MOLECULE // PROTON // NADH // CPD-30 // NAD // ACET // 4-AMINO-BUTYRATE // CPD-35 // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00134'>C00134</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02714'>C02714</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05936'>C05936</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00334'>C00334</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02946'>C02946</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS06837 // HS05339 // HS00966 // HS01798 // HS01061 // HS03395 // HS06276 // HS05686 // HS03133 // HS00182,HS06837-MONOMER // HS05339-MONOMER // CPLX-33 // HS01798-MONOMER // HS01061-MONOMER // CPLX66-81 // CPLX66-493 // HS05686-MONOMER // CPLX66-492 // HS00182-MONOMER,"Diamine acetyltransferase 2 // Diamine acetyltransferase 1 // monoamine oxidase B // monoamine oxidase A // fatty aldehyde dehydrogenase // mitochondrial aldehyde dehydrogenase // aldehyde dehydrogenase X // aldehyde dehydrogenase family 3 member B2 // aldehyde dehydrogenase, dimeric NADP-preferring // aldehyde dehydrogenase family 3 member B1"
PLPSAL-PWY-1,pyridoxal 5'-phosphate salvage,PYRIDOXINE // PYRIDOXAMINE // PYRIDOXINE-5P // HYDROGEN-PEROXIDE // AMMONIUM // OXYGEN-MOLECULE // WATER // PYRIDOXAMINE-5P // PYRIDOXAL_PHOSPHATE // ADP // PROTON // ATP // PYRIDOXAL,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00314'>C00314</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00534'>C00534</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00627'>C00627</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00647'>C00647</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00018'>C00018</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00250'>C00250</a>,HS03105 // HS08466,CPLX66-429 // HS08466-MONOMER,pyridoxine-5'-phosphate oxidase // pyridoxal kinase
PWY-7181,pyrimidine deoxyribonucleosides degradation,AMMONIUM // PROTON // WATER // DEOXYCYTIDINE // URACIL // DEOXYURIDINE // THYMINE // DEOXY-D-RIBOSE-1-PHOSPHATE // Pi // THYMIDINE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00881'>C00881</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00106'>C00106</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00526'>C00526</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00178'>C00178</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00672'>C00672</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00214'>C00214</a>,HS08334 // HS00053 // HS00200 // HS00442,CPLX-8612 // CPLX66-386 // HS00200-MONOMER // CPLX-8611,cytidine deaminase // uridine phosphorylase 1 // uridine phosphorylase 2 // thymidine phosphorylase
PWY-7199,pyrimidine deoxyribonucleosides salvage,AMMONIUM // WATER // DEOXYURIDINE // ADP // THYMIDINE // ATP // PROTON // Nucleoside-Diphosphates // DCMP // DEOXYCYTIDINE // Nucleoside-Triphosphates // DIHYDROFOLATE-GLU-N // TMP // METHYLENE-THF-GLU-N // DUMP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00526'>C00526</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00214'>C00214</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00454'>C00454</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00239'>C00239</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00881'>C00881</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00201'>C00201</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00364'>C00364</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00365'>C00365</a>,HS08334 // HS09420 // HS09657 // HS08100 // HS11096,CPLX-8612 // HS09420-MONOMER // CPLX66-354 // CPLX-8618 // CPLX66-353,cytidine deaminase // thymidine kinase 2 // thymidine kinase 1 // deoxycytidine kinase
PWY-7197,pyrimidine deoxyribonucleotide phosphorylation,TMP // DCMP // TTP // TDP // ADP // DCTP // DCDP // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00364'>C00364</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00239'>C00239</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00459'>C00459</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00363'>C00363</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00458'>C00458</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00705'>C00705</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,HS09745 // HS08663 // HS13523 // HS03636 // HS04463 // HS00300 // HS02442 // HS02473 // HS04621 // HS10449 // HS06995,HS11626-MONOMER // HS08663-MONOMER // HS13523-MONOMER // ENSG00000112981-MONOMER // CPLX66-1052 // HS02442-MONOMER // HS02473-MONOMER // HS04621-MONOMER // HS10449-MONOMER // HS06995-MONOMER,"thymidylate kinase // UMP/CMP kinase // UMP-CMP kinase 2, mitochondrial // nucleoside diphosphate kinase homolog 5 // nucleoside diphosphate kinase // nucleoside diphosphate kinase 3 // nucleoside diphosphate kinase (mitochondrial) // putative nucleoside diphosphate kinase // nucleoside diphosphate kinase 6 // nucleoside diphosphate kinase 7"
PWY-7210,pyrimidine deoxyribonucleotides biosynthesis from CTP,DCTP // DIHYDROFOLATE-GLU-N // METHYLENE-THF-GLU-N // TMP // ADP // TTP // TDP // ATP // Red-Thioredoxin // Ox-Thioredoxin // CDP // CTP // Pi // DCDP // DUMP // AMMONIUM // PROTON // DCMP // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00458'>C00458</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00364'>C00364</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00459'>C00459</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00363'>C00363</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00112'>C00112</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00063'>C00063</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00705'>C00705</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00365'>C00365</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00239'>C00239</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS11096 // HS09745 // HS06995 // HS10449 // HS04621 // HS02473 // HS02442 // HS04463 // HS00300 // HS03636 // HS10398 // HS09541 // HS00602 // HS06064 // HS02177 // HS15974 // HS06680 // HS09501 // HS05252,CPLX66-353 // HS11626-MONOMER // HS06995-MONOMER // HS10449-MONOMER // HS04621-MONOMER // HS02473-MONOMER // HS02442-MONOMER // CPLX66-1052 // ENSG00000112981-MONOMER // CPLX66-276 // CPLX66-278 // HS06064-MONOMER // HS02177-MONOMER // HS15974-MONOMER // HS06680-MONOMER // HS09501-MONOMER // CPLX-8624,thymidylate kinase // nucleoside diphosphate kinase 7 // nucleoside diphosphate kinase 6 // putative nucleoside diphosphate kinase // nucleoside diphosphate kinase (mitochondrial) // nucleoside diphosphate kinase 3 // nucleoside diphosphate kinase // nucleoside diphosphate kinase homolog 5 // ribonucleoside-diphosphate reductase // ribonucleoside-diphosphate reductase RRM1/RRM2B complex // cancer-related nucleoside-triphosphatase // ectonucleoside triphosphate diphosphohydrolase 6 // soluble calcium-activated nucleotidase 1 // ectonucleoside triphosphate diphosphohydrolase 5 // ectonucleoside triphosphate diphosphohydrolase 4 // deoxycytidylate deaminase
PWY-7184,pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,DCTP // PPI // DUTP // DIHYDROFOLATE-GLU-N // METHYLENE-THF-GLU-N // DUMP // TMP // ADP // TTP // TDP // ATP // UDP // DUDP // Red-Thioredoxin // DCDP // Ox-Thioredoxin // CDP // Pi // PROTON // WATER // CTP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00458'>C00458</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00460'>C00460</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00365'>C00365</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00364'>C00364</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00459'>C00459</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00363'>C00363</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01346'>C01346</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00705'>C00705</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00112'>C00112</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00063'>C00063</a>,HS13184 // HS03544 // HS07969 // HS05235 // HS11096 // HS09745 // HS06995 // HS10449 // HS04621 // HS02473 // HS02442 // HS04463 // HS00300 // HS03636 // HS10398 // HS09541 // HS00602 // HS06064 // HS15974,HS13184-MONOMER // HS03544-MONOMER // HS07969-MONOMER // CPLX-8616 // CPLX66-353 // HS11626-MONOMER // HS06995-MONOMER // HS10449-MONOMER // HS04621-MONOMER // HS02473-MONOMER // HS02442-MONOMER // CPLX66-1052 // ENSG00000112981-MONOMER // CPLX66-276 // CPLX66-278 // HS06064-MONOMER // HS15974-MONOMER,Inosine triphosphate pyrophosphatase // ectonucleotide pyrophosphatase/phosphodiesterase family member 1 // Nucleotide pyrophosphatase // mitochondrial deoxyuridine 5'-triphosphate nucleotidohydrolase // thymidylate kinase // nucleoside diphosphate kinase 7 // nucleoside diphosphate kinase 6 // putative nucleoside diphosphate kinase // nucleoside diphosphate kinase (mitochondrial) // nucleoside diphosphate kinase 3 // nucleoside diphosphate kinase // nucleoside diphosphate kinase homolog 5 // ribonucleoside-diphosphate reductase // ribonucleoside-diphosphate reductase RRM1/RRM2B complex // cancer-related nucleoside-triphosphatase // soluble calcium-activated nucleotidase 1
PWY0-1295,pyrimidine ribonucleosides degradation,AMMONIUM // PROTON // WATER // CYTIDINE // URACIL // RIBOSE-1P // Pi // URIDINE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00475'>C00475</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00106'>C00106</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00620'>C00620</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00299'>C00299</a>,HS08334 // HS00053 // HS00200,CPLX-8612 // CPLX66-386 // HS00200-MONOMER,cytidine deaminase // uridine phosphorylase 1 // uridine phosphorylase 2
PWY-7193,pyrimidine ribonucleosides salvage I,AMMONIUM // WATER // UMP // URIDINE // PROTON // ADP // CMP // CYTIDINE // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00105'>C00105</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00299'>C00299</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00055'>C00055</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00475'>C00475</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,HS08334 // HS07003 // HS05429 // HS02204,CPLX-8612 // HS07003-MONOMER // HS05429-MONOMER // HS02204-MONOMER,cytidine deaminase // uridine-cytidine kinase 2 // uridine-cytidine kinase 1 // uridine-cytidine kinase-like 1
PYRUVDEHYD-PWY,pyruvate decarboxylation to acetyl CoA,THIAMINE-PYROPHOSPHATE // 2-ALPHA-HYDROXYETHYL-THPP // CO-A // ACETYL-COA // NADH // Pyruvate-dehydrogenase-dihydrolipoate // NAD // CARBON-DIOXIDE // Pyruvate-dehydrogenase-acetylDHlipoyl // PYRUVATE // Pyruvate-dehydrogenase-lipoate // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00068'>C00068</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05125'>C05125</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15973'>C15973</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16255'>C16255</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15972'>C15972</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,HS01727 // HS07688 // HS03310 // HS05573 // HS08790 // HS09727,CPLX66-271 // CPLX66-272 // CPLX66-270,pyruvate dehydrogenase complex E2 component // pyruvate dehydrogenase complex // pyruvate dehydrogenase E1 component (testis)
PWY-5481,pyruvate fermentation to (<i>S</i>)-lactate,PYRUVATE // NADH // PROTON // NAD // L-LACTATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00186'>C00186</a>,HS05858 // HS09453 // HS03452,CPLX66-298 // CPLX66-297 // CPLX66-296,L-lactate dehydrogenase M form // L-lactate dehydrogenase X-form // L-lactate dehydrogenase H-form
PWY-8105,queuosine biosynthesis II (queuine salvage),GUANINE // tRNAs-with-queuine // Guanine34-in-tRNAs // QUEUINE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00242'>C00242</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01449'>C01449</a>,HS05270 // HS07747,CPLX66-556,queuine tRNA-ribosyltransferase
PWY-6405,Rapoport-Luebering glycolytic shunt,Pi // 2-PG // WATER // PROTON // DPG // G3P // Protein-pi-phospho-L-histidines // Protein-Histidines // 23-DIPHOSPHOGLYCERATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00631'>C00631</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00236'>C00236</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00197'>C00197</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00615'>C00615</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01159'>C01159</a>,HS03025 // HS10491,HS03025-MONOMER // CPLX-7970,multiple inositol polyphosphate phosphatase 1 // bisphosphoglycerate mutase
DETOX1-PWY-1,reactive oxygen species degradation,PROTON // SUPER-OXIDE // OXYGEN-MOLECULE // WATER // OXIDIZED-GLUTATHIONE // GLUTATHIONE // FE+3 // OH // CPD-12377 // HYDROGEN-PEROXIDE // FE+2,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00704'>C00704</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00127'>C00127</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00051'>C00051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14819'>C14819</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01328'>C01328</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16844'>C16844</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14818'>C14818</a>,HS01336 // HS03989 // HS09055 // G66-33331 // HS08224 // HS00019 // HS11006 // HS03242 // HS03515 // HS06899 // HS04513,HS01336-MONOMER // HS03989-MONOMER // HS09055-MONOMER // G66-33331-MONOMER // CPLX-5861 // CPLX-5881 // CPLX-5882 // CPLX66-542 // CPLX66-541 // CPLX66-540 // CPLX66-121,epididymal secretory glutathione peroxidase // glutathione peroxidase 7 // probable glutathione peroxidase 8 // glutathione peroxidase 6 // glutathione peroxidase 3 // glutathione peroxidase 1 // glutathione peroxidase 2 // extracellular superoxide dismutase [Cu-Zn] // superoxide dismutase [Mn] // superoxide dismutase [Cu-Zn] // catalase
PWY66-397,resolvin D biosynthesis,CPD66-65 // CPD66-64 // CPD66-79 // CPD66-76 // CPD66-82 // CPD66-81 // CPD66-78 // CPD66-77 // OXYGEN-MOLECULE // OXIDIZED-GLUTATHIONE // CPD-17450 // CPD66-80 // GLUTATHIONE // PROTON // Glycerolipids // CPD-10244 // CPD-17355 // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18179'>C18179</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18178'>C18178</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00127'>C00127</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00051'>C00051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06429'>C06429</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS08621 // HS03167 // HS11902 // HS00336 // HS09562,HS08621-MONOMER // HS03167-MONOMER // ENSG00000105131-MONOMER // HS00336-MONOMER // HS09562-MONOMER,arachidonate 15-lipoxygenase // arachidonate 12-lipoxygenase // epoxide hydrolase 3 // arachidonate 5-lipoxygenase // phospholipid-hydroperoxide glutathione peroxidase
PWY-6872,retinoate biosynthesis I,CRPB-all-trans-Retinol // Cellular-Retinol-Binding-Proteins // PROTON // NADH // RETINOATE // CRPB-all-trans-Retinal // NAD // WATER // RPB-Retinol // CPD-13524 // Retinol-Binding-Proteins,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04571'>C04571</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00777'>C00777</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00473'>C00473</a>,HS03740 // HS06594 // HS10180 // HS06629 // HS00013 // HS09183 // HS05232 // HS06474,ENSG00000114115-MONOMER // ENSG00000139194-MONOMER // ENSG00000170786-MONOMER // ENSG00000139547-MONOMER // HS00013-MONOMER // HS09183-MONOMER // HS05232-MONOMER // ENSG00000138207-MONOMER,cellular retinol-binding protein 1 // Retinol-binding protein 5 // epidermal retinol dehydrogenase 2 // retinol dehydrogenase 16 // retinal dehydrogenase 3 // retinal dehydrogenase 1 // retinal dehydrogenase 2 // plasma retinol-binding protein
PWY-6875,retinoate biosynthesis II,Cellular-Retinol-Binding-Proteins // PROTON // NADH // RETINOATE // CRPB-all-trans-Retinol // WATER // NAD // RPB-Retinol // CPD-13524 // Retinol-Binding-Proteins,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00777'>C00777</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04571'>C04571</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00473'>C00473</a>,HS03740 // HS06594 // HS08270 // HS06474,ENSG00000114115-MONOMER // ENSG00000139194-MONOMER // CPLX-8148 // ENSG00000138207-MONOMER,cellular retinol-binding protein 1 // Retinol-binding protein 5 // xanthine dehydrogenase // plasma retinol-binding protein
